Vertical,valid_from,valid_to,ally_name,policy_name,use_pre_approved_cupo,pd_model_multiplier,pd_model,pd_model_fallback,other_pd_models_to_run,secondary_policy_name,secondary_pd_model,PD_Multiplier_ally,Hardcoded_policy,SMB,,,,,,,,
apparel,,,dannaelstores-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,elsotano-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Elective medical services,,,gaimasaludvisual-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,gasoilsport-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Furniture,,,grandmuebles-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,jkplay-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Sports and accessories,,,tahorsport-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Other,,,fitnesspeople-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Elective medical services,,,visionocupacional-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,trompitasmitiendafavorita-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Sports and accessories,,,tourmaletcyclingstore-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Tech / electronics,,,smselectronic-ecommerce,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Tech / electronics,,,smselectronic-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,masmarcas-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
JEWELRY,,,dyelaccesorios-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,laltenis-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,lamonashop-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Beauty,,,malerbelleza-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,styleszone-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,muali-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,rosaliaparati-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
PET ACCESSORIES,,,simoncimascotas-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,passi-ecommerce,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Elective medical services,,,opticavalook-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Furniture,,,progettointeriores-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,pyaarveintiuno-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Beauty,,,organicnailsmanrique-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Elective educational services,,,thinkenglish-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,estilosietetiendaderopa-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,zibaurban-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,zibaurban-ecommerce,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Beauty,,,dalyextenciones-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Other,,,nuevecitos-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,ancestralartesanias-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,bottomjeans-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,bottomjeans-ecommerce,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Furniture,,,arteyestilocolombia-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Other,,,queasador-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Other,,,queasador-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,ateneacueroscolombia-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Beauty,,,avacosmeticosybelleza-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Elective medical services,,,azulitadisenoentusojos-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Elective medical services,,,azulitadisenoentusojos-ecommerce,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
JEWELRY,,,bermudezcastrojoyeria-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,calzadoterracota-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Beauty,,,dalyextenciones-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,veintedoce-ecommerce,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,fshoes-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,berakahclothingandshoes-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,tetesco-ecommerce,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,tetesco-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Furniture,,,galariasamangel-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Sports and accessories,,,higarbicicletas-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Furniture,,,valemobiliario-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,jeansjhons-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,servalapparel-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,jumarsport-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,samyboutique-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,chimay-ecommerce,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,chimay-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,salammoda-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Elective medical services,,,consultoriosalexandracorrea-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,voufit-ecommerce,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,voufit-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Beauty,,,perfumeriaezzencia-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,hilosclothingbrand-ecommerce,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Beauty,,,kozmeticastore-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,panaleraladulceespera-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,libardinoibague-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,ousadiabymonicarojas-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,livineasywear-ecommerce,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
JEWELRY,,,oronortelaminadodiezyochok-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,luana-ecommerce,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,luana-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,origenyestilo-ecommerce,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Elective medical services,,,opticamision-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,urbanhouse-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
travel,,,grupoalianzacolombia-online,rejection_policy_pago,FALSE,1,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,rejection_policy_pago,-,0,,,,,,,
Other,,,candyshop-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Beauty,,,dermostudiomake-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,eclipsetiendaderopa-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,elbaulazul-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Elective medical services,,,opticagda-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,leaderfitstore-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Elective medical services,,,prodontosodontologia-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,lindashd-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Music,,,guitarrascanizarez-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Beauty,,,jotagomez-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,llinas-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Sports and accessories,,,crocs-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,lovelytops-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,amorella-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,canelagold-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,voragiboutique-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,magentajeanswear-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Beauty,,,magichairladorada-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Elective medical services,,,maxdent-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
Beauty,,,missdivinacenter-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
apparel,,,modenacalzature-online,Oddy_medium_risk,FALSE,0.8,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,,,
